composition OQMD_Id A_atom B_atom OQMD_unrelaxed_lattice_parameter OQMD_relaxed_lattice_parameter
BMoO3 351461 B Mo 4.36129600 3.87399000
BMoO3 353998 Mo B 4.36129600 3.39491100
BOsO3 350158 B Os 4.33272000 3.82893300
BOsO3 351389 Os B 4.33272000 3.38186700
BPbO3 350403 B Pb 4.60564600 4.20145100
BPbO3 352194 Pb B 4.60564600 3.53183400
BPdO3 351845 Pd B 4.34565200 3.39423400
BPdO3 352782 B Pd 4.34565200 3.86849200
BPtO3 350192 Pt B 4.35258500 3.41990100
BPtO3 354182 B Pt 4.35258500 3.89193100
BRhO3 351531 B Rh 4.32914000 3.83386200
BRhO3 354054 Rh B 4.32914000 3.36727300
BRuO3 351074 Ru B 4.32554600 3.35642200
BRuO3 352691 B Ru 4.32554600 3.81664200
BSbO3 351589 Sb B 4.60422500 3.49116800
BSbO3 355093 B Sb 4.60422500 3.90594000
BTeO3 352453 B Te 4.66250200 4.01404700
BTeO3 353061 Te B 4.66250200 3.51461300
BWO3 353154 B W 4.36596600 3.88007700
BWO3 354532 W B 4.36596600 3.40055600
Ca2O3 350810 Ca Ca 5.26686200 4.21885800
CaAcO3 353093 Ca Ac 5.19646000 4.61158900
CaAcO3 353482 Ac Ca 5.19646000 4.24583600
CaAgO3 350832 Ca Ag 4.93177700 4.01791100
CaAgO3 351402 Ag Ca 4.93177700 4.29485500
CaAlO3 353261 Al Ca 4.92559000 4.08637100
CaAlO3 354654 Ca Al 4.92559000 3.71474000
CaAsO3 353029 Ca As 4.99243000 3.87944700
CaAsO3 354328 As Ca 4.99243000 4.15865000
CaAuO3 351252 Ca Au 4.93047800 4.04559400
CaAuO3 353014 Au Ca 4.93047800 4.27211500
CaBeO3 350609 Be Ca 4.80571600 4.11064200
CaBeO3 350831 Ca Be 4.80571600 3.55485300
CaBiO3 351727 Bi Ca 5.17107100 4.31056500
CaBiO3 353977 Ca Bi 5.17107100 4.29425900
CaBO3 350673 B Ca 4.79968600 4.28347000
CaBO3 351801 Ca B 4.79968600 3.44218500
CaCdO3 350576 Ca Cd 4.99164200 4.09742600
CaCdO3 352482 Cd Ca 4.99164200 4.20747000
CaCeO3 354840 Ca Ce 5.15836200 4.50489200
CaCeO3 355052 Ce Ca 5.15836200 4.17324100
CaCoO3 353094 Co Ca 4.84799400 4.20746500
CaCoO3 353287 Ca Co 4.84799400 3.73444800
CaCrO3 350079 Ca Cr 4.86256000 3.77994700
CaCrO3 350586 Cr Ca 4.86256000 4.26291700
CaCuO3 351709 Ca Cu 4.85834500 3.74778800
CaCuO3 353009 Cu Ca 4.85834500 4.25877300
CaDyO3 350850 Dy Ca 5.12296000 4.08212300
CaDyO3 351197 Ca Dy 5.12296000 4.28159200
CaErO3 351133 Ca Er 5.11119400 4.24612200
CaErO3 353473 Er Ca 5.11119400 4.11818900
CaEuO3 350159 Eu Ca 5.32524700 4.23164900
CaEuO3 352856 Ca Eu 5.32524700 4.21486500
CaFeO3 353602 Fe Ca 4.85834800 4.89210100
CaFeO3 353644 Ca Fe 4.85834800 3.77651400
CaGaO3 351102 Ga Ca 4.96637000 4.24399600
CaGaO3 352774 Ca Ga 4.96637000 3.84858300
CaGdO3 351335 Gd Ca 5.14211300 4.11740500
CaGdO3 352987 Ca Gd 5.14211300 4.33353900
CaGeO3 351534 Ge Ca 5.00737600 4.21050200
CaGeO3 353585 Ca Ge 5.00737600 3.74351900
CaHfO3 351137 Ca Hf 5.00215800 4.07353100
CaHfO3 355131 Hf Ca 5.00215800 3.95156000
CaHgO3 351632 Ca Hg 5.03317800 4.14390100
CaHgO3 354391 Hg Ca 5.03317800 4.28711200
CaHoO3 351576 Ho Ca 5.11761700 4.11497700
CaHoO3 353849 Ca Ho 5.11761700 4.26043100
CaInO3 352899 Ca In 5.05244200 4.11000300
CaInO3 353497 In Ca 5.05244200 4.25148400
CaIrO3 353756 Ca Ir 4.89159400 3.93033900
CaIrO3 354476 Ir Ca 4.89159400 4.26857800
CaLaO3 351638 La Ca 5.19773700 4.18703600
CaLaO3 351816 Ca La 5.19773700 4.44606000
CaLuO3 350794 Lu Ca 5.09700900 4.10041800
CaLuO3 353117 Ca Lu 5.09700900 4.19285600
CaMgO3 354087 Ca Mg 5.01482500 3.87682800
CaMgO3 354522 Mg Ca 5.01482500 4.18820000
CaMnO3 353155 Ca Mn 4.86517900 3.76295000
CaMnO3 354167 Mn Ca 4.86517900 4.21772400
CaMoO3 351826 Ca Mo 4.91161200 3.94393800
CaMoO3 353217 Mo Ca 4.91161200 4.17640400
CaNbO3 352480 Ca Nb 4.94468100 4.01618700
CaNbO3 354934 Nb Ca 4.94468100 4.13156100
CaNdO3 352915 Nd Ca 5.15604900 4.14383600
CaNdO3 354124 Ca Nd 5.15604900 4.42641200
CaNiO3 350577 Ca Ni 4.84644600 3.74397300
CaNpO3 354944 Ca Np 4.96156000 4.38338900
CaOsO3 352159 Ca Os 4.88912500 3.92125800
CaOsO3 354966 Os Ca 4.88912500 4.21853700
CaPaO3 350021 Pa Ca 5.03776000 4.15810400
CaPaO3 352963 Ca Pa 5.03776000 4.46625600
CaPbO3 354482 Pb Ca 5.10736400 4.31014700
CaPbO3 354549 Ca Pb 5.10736400 4.20415000
CaPdO3 351028 Pd Ca 4.89929000 4.22900800
CaPdO3 352083 Ca Pd 4.89929000 3.94363900
CaPmO3 351996 Pm Ca 5.14325900 4.14588300
CaPmO3 353034 Ca Pm 5.14325900 4.39877700
CaPrO3 350699 Pr Ca 5.16060200 4.16325400
CaPrO3 352511 Ca Pr 5.16060200 4.46040600
CaPtO3 350300 Ca Pt 4.90474800 3.97255200
CaPtO3 354130 Pt Ca 4.90474800 4.16517800
CaPuO3 350000 Ca Pu 4.97744900 4.35587600
CaReO3 351127 Re Ca 4.89940500 4.16434300
CaReO3 354795 Ca Re 4.89940500 3.92901600
CaRhO3 353329 Rh Ca 4.88631500 4.25302100
CaRhO3 353351 Ca Rh 4.88631500 3.91804300
CaRuO3 351748 Ca Ru 4.88349500 3.90924400
CaRuO3 353575 Ru Ca 4.88349500 4.20394700
CaSbO3 350388 Ca Sb 5.10620900 4.13970600
CaSbO3 353263 Sb Ca 5.10620900 4.14462000
CaScO3 350408 Ca Sc 5.03795300 4.04151100
CaSiO3 352627 Si Ca 4.97202800 4.18999400
CaSiO3 353323 Ca Si 4.97202800 3.57613400
CaSmO3 351013 Ca Sm 5.14372400 4.38431100
CaSmO3 352295 Sm Ca 5.14372400 4.14374000
CaSnO3 352288 Sn Ca 5.06506200 4.26808700
CaSnO3 354596 Ca Sn 5.06506200 4.03285900
CaTaO3 352831 Ta Ca 4.94523000 4.07673300
CaTaO3 353811 Ca Ta 4.94523000 3.99954000
CaTbO3 350601 Ca Tb 5.12942400 4.30682900
CaTbO3 355018 Tb Ca 5.12942400 4.10069900
CaTcO3 351542 Tc Ca 4.89162900 4.48855100
CaTcO3 351893 Ca Tc 4.89162900 3.90854700
CaTeO3 351008 Ca Te 5.15374900 4.21221400
CaTeO3 355183 Te Ca 5.15374900 4.18660900
CaThO3 351135 Ca Th 5.13961700 4.55767600
CaThO3 354601 Th Ca 5.13961700 4.15092100
CaTiO3 350344 Ca Ti 4.93793900 3.86681000
CaTiO3 352602 Ti Ca 4.93793900 4.10666700
CaTlO3 351292 Ca Tl 5.08561700 4.18946200
CaTlO3 354415 Tl Ca 5.08561700 4.31146800
CaTmO3 350024 Tm Ca 5.10430000 4.11067300
CaTmO3 352035 Ca Tm 5.10430000 4.22450800
CaUO3 352307 U Ca 4.98330500 4.19641200
CaUO3 353080 Ca U 4.98330500 4.40116900
CaVO3 350133 V Ca 4.88736200 4.13236900
CaVO3 352186 Ca V 4.88736200 3.80322700
CaWO3 353840 W Ca 4.91529500 4.13541000
CaWO3 354318 Ca W 4.91529500 3.95215800
CaYbO3 350968 Ca Yb 5.24325000 4.13387000
CaYbO3 354754 Yb Ca 5.24325000 4.18440200
CaYO3 350218 Y Ca 5.14161600 4.09349700
CaYO3 352538 Ca Y 5.14161600 4.29478100
CaZnO3 352693 Zn Ca 4.90644900 4.20627100
CaZnO3 355195 Ca Zn 4.90644900 3.84011900
CaZrO3 351598 Ca Zr 5.01564000 4.13023300
CaZrO3 352397 Zr Ca 5.01564000 4.06743700
Cd2O3 350802 Cd Cd 4.68217800 4.09021800
CdAgO3 353053 Cd Ag 4.61396200 4.00675400
CdAgO3 355015 Ag Cd 4.61396200 4.12623500
CdAsO3 351825 Cd As 4.68307500 3.85107300
CdAsO3 353225 As Cd 4.68307500 4.08050700
CdAuO3 354706 Cd Au 4.61247800 4.03783700
CdAuO3 354755 Au Cd 4.61247800 4.11508400
CdBiO3 351077 Cd Bi 4.88464700 4.23913700
CdBiO3 353245 Bi Cd 4.88464700 4.14071900
CdBO3 352650 Cd B 4.46211100 3.46442900
CdBO3 354420 B Cd 4.46211100 4.09598000
CdCoO3 350840 Cd Co 4.51786900 3.73910600
CdCoO3 353660 Co Cd 4.51786900 4.05103700
CdCuO3 354026 Cd Cu 4.52978200 3.75159000
CdCuO3 355161 Cu Cd 4.52978200 4.08359300
CdFeO3 350140 Fe Cd 4.52978600 4.05510600
CdFeO3 351203 Cd Fe 4.52978600 3.78216200
CdGaO3 350022 Ga Cd 4.65342500 4.08279600
CdGaO3 351022 Cd Ga 4.65342500 3.84104200
CdGeO3 350472 Ge Cd 4.70005000 4.08914100
CdGeO3 353001 Cd Ge 4.70005000 3.75179200
CdHgO3 350243 Hg Cd 4.72930400 4.12216400
CdHgO3 354271 Cd Hg 4.72930400 4.13266600
CdInO3 350345 In Cd 4.75110700 4.10626100
CdInO3 351266 Cd In 4.75110700 4.10656500
CdIrO3 351934 Cd Ir 4.56797000 3.92918200
CdIrO3 355272 Ir Cd 4.56797000 4.08493300
CdMoO3 352770 Cd Mo 4.59090300 3.94301700
CdMoO3 355154 Mo Cd 4.59090300 4.07558300
CdNiO3 353297 Ni Cd 4.51608700 4.04306400
CdNiO3 354107 Cd Ni 4.51608700 3.75048600
CdOsO3 353530 Cd Os 4.56513800 3.91361900
CdOsO3 355255 Os Cd 4.56513800 4.08698800
CdPbO3 352694 Cd Pb 4.81308300 4.19468100
CdPbO3 353451 Pb Cd 4.81308300 4.17095100
CdPdO3 351734 Cd Pd 4.57679200 3.93761000
CdPdO3 352077 Pd Cd 4.57679200 4.09031400
CdPtO3 350639 Pt Cd 4.58304400 4.10294800
CdPtO3 350887 Cd Pt 4.58304400 3.96770400
CdReO3 352177 Cd Re 4.57692300 3.92381800
CdReO3 353204 Re Cd 4.57692300 4.08000000
CdRhO3 354963 Cd Rh 4.56191400 3.91426400
CdRhO3 355106 Rh Cd 4.56191400 4.09171900
CdRuO3 351465 Ru Cd 4.55867800 4.08288700
CdRuO3 352128 Cd Ru 4.55867800 3.90765100
CdSbO3 353664 Cd Sb 4.81178100 4.05205600
CdSbO3 354084 Sb Cd 4.81178100 4.12022800
CdSiO3 351731 Cd Si 4.65986800 3.59274000
CdSiO3 353184 Si Cd 4.65986800 4.07007500
CdSnO3 353663 Sn Cd 4.76537200 4.12637400
CdSnO3 353927 Cd Sn 4.76537200 4.02626000
CdTcO3 352006 Tc Cd 4.56800900 4.08250600
CdTcO3 352116 Cd Tc 4.56800900 3.90723400
CdTeO3 352862 Te Cd 4.86522200 4.13849100
CdTeO3 354268 Cd Te 4.86522200 4.14168900
CdWO3 353015 Cd W 4.59511800 3.94993500
CdWO3 353042 W Cd 4.59511800 4.07092100
Ce2O3 354237 Ce Ce 5.04509500 4.55961400
CeAgO3 350526 Ce Ag 4.80745600 4.07360200
CeAgO3 354827 Ag Ce 4.80745600 4.48779100
CeAlO3 352815 Ce Al 4.80094400 3.78340500
CeAlO3 354802 Al Ce 4.80094400 4.50101500
CeAsO3 352185 Ce As 4.87122600 4.06128700
CeAsO3 352585 As Ce 4.87122600 4.50476100
CeAuO3 353670 Au Ce 4.80608900 4.47878000
CeAuO3 355289 Ce Au 4.80608900 4.14049000
CeBeO3 350341 Be Ce 4.67451100 4.46336200
CeBeO3 351688 Ce Be 4.67451100 3.67407300
CeBiO3 354320 Ce Bi 5.05837900 4.40805100
CeBiO3 354489 Bi Ce 5.05837900 4.56188700
CeBO3 351970 B Ce 4.66813700 4.53726500
CeBO3 352445 Ce B 4.66813700 3.59375800
CeCdO3 353904 Cd Ce 4.87039700 4.50979700
CeCdO3 354119 Ce Cd 4.87039700 4.14136700
CeCoO3 351470 Ce Co 4.71916200 3.76009600
CeCoO3 352292 Co Ce 4.71916200 4.49098500
CeCrO3 352925 Cr Ce 4.73453000 4.52989000
CeCrO3 354089 Ce Cr 4.73453000 3.89717700
CeCuO3 353852 Cu Ce 4.73008300 4.46287300
CeCuO3 355275 Ce Cu 4.73008300 3.82936600
CeDyO3 352909 Dy Ce 5.00806800 4.53206200
CeDyO3 353079 Ce Dy 5.00806800 4.29982600
CeErO3 350005 Ce Er 4.99575300 4.25689300
CeErO3 352485 Er Ce 4.99575300 4.52936200
CeEuO3 351593 Eu Ce 5.21918600 4.49382800
CeEuO3 354929 Ce Eu 5.21918600 4.29554400
CeFeO3 354336 Fe Ce 4.73008700 4.49864500
CeFeO3 355216 Ce Fe 4.73008700 3.91746000
CeGaO3 351301 Ga Ce 4.84384200 4.50785400
CeGaO3 353649 Ce Ga 4.84384200 3.88557800
CeGdO3 351866 Gd Ce 5.02810400 4.53717800
CeGdO3 352505 Ce Gd 5.02810400 4.34956300
CeGeO3 351947 Ge Ce 4.88692100 4.50290000
CeGeO3 353859 Ce Ge 4.88692100 3.96130600
CeHfO3 352910 Hf Ce 4.88144200 4.51298400
CeHfO3 355282 Ce Hf 4.88144200 4.11002500
CeHgO3 354374 Hg Ce 4.91399900 4.49986700
CeHgO3 354835 Ce Hg 4.91399900 4.22921900
CeHoO3 350060 Ho Ce 5.00247700 4.53178400
CeHoO3 354277 Ce Ho 5.00247700 4.27699100
CeInO3 353745 In Ce 4.93420400 4.52795700
CeInO3 355063 Ce In 4.93420400 4.11637900
CeIrO3 351034 Ce Ir 4.76514100 4.00600200
CeIrO3 354880 Ir Ce 4.76514100 4.51050200
CeLuO3 350876 Lu Ce 4.98090200 4.52560300
CeLuO3 352210 Ce Lu 4.98090200 4.19495600
CeMgO3 351054 Mg Ce 4.89474100 4.48821600
CeMgO3 353713 Ce Mg 4.89474100 3.90086900
CeMnO3 350496 Mn Ce 4.73729200 4.48285500
CeMnO3 353812 Ce Mn 4.73729200 3.90995400
CeMoO3 351250 Mo Ce 4.78622800 4.51205500
CeMoO3 354924 Ce Mo 4.78622800 4.00524000
CeNbO3 351999 Ce Nb 4.82103400 4.06984300
CeNbO3 355099 Nb Ce 4.82103400 4.50908100
CeNdO3 350752 Nd Ce 5.04267700 4.54911600
CeNdO3 355284 Ce Nd 5.04267700 4.47898400
CeNiO3 350419 Ce Ni 4.71752800 3.81491300
CeNiO3 351359 Ni Ce 4.71752800 4.43326000
CeNpO3 350101 Np Ce 4.83878400 4.54966300
CeNpO3 355032 Ce Np 4.83878400 4.44341400
CeOsO3 350023 Os Ce 4.76253900 4.51333500
CeOsO3 354809 Ce Os 4.76253900 3.98782200
CePaO3 351637 Pa Ce 4.91880700 4.54165700
CePaO3 353484 Ce Pa 4.91880700 4.48461200
CePbO3 350503 Ce Pb 4.99174500 4.17857300
CePbO3 353422 Pb Ce 4.99174500 4.50902400
CePdO3 350935 Ce Pd 4.77325000 4.01054600
CePdO3 351228 Pd Ce 4.77325000 4.52722500
CePmO3 352235 Ce Pm 5.02930300 4.44004800
CePmO3 352517 Pm Ce 5.02930300 4.54512300
CePrO3 351090 Ce Pr 5.04743700 4.51710100
CePrO3 355250 Pr Ce 5.04743700 4.55359100
CePtO3 350657 Ce Pt 4.77899900 4.06164300
CePtO3 354381 Pt Ce 4.77899900 4.53036700
CePuO3 350100 Ce Pu 4.85548600 4.38220500
CePuO3 354418 Pu Ce 4.85548600 4.63632800
CeReO3 350993 Ce Re 4.77337100 3.99572600
CeReO3 351072 Re Ce 4.77337100 4.49354800
CeRhO3 350145 Ce Rh 4.75957600 3.97480000
CeRhO3 353173 Rh Ce 4.75957600 4.52600800
CeRuO3 354519 Ru Ce 4.75660400 4.51358500
CeRuO3 354694 Ce Ru 4.75660400 3.96932300
CeSbO3 350115 Ce Sb 4.99053500 4.26079200
CeSbO3 354650 Sb Ce 4.99053500 4.55225200
CeScO3 351710 Sc Ce 4.91900900 4.51704100
CeScO3 353221 Ce Sc 4.91900900 4.04529300
CeSiO3 350461 Si Ce 4.84978900 4.49177700
CeSiO3 352471 Ce Si 4.84978900 3.81186600
CeSmO3 351134 Sm Ce 5.02978900 4.54256500
CeSmO3 355171 Ce Sm 5.02978900 4.41485800
CeSnO3 353580 Sn Ce 4.94743400 4.52242500
CeSnO3 354390 Ce Sn 4.94743400 4.16626900
CeTaO3 352257 Ta Ce 4.82161100 4.50683100
CeTaO3 352734 Ce Ta 4.82161100 4.04596700
CeTbO3 353501 Tb Ce 5.01483100 4.53606700
CeTbO3 354029 Ce Tb 5.01483100 4.32379100
CeTcO3 352109 Ce Tc 4.76517700 3.98775200
CeTcO3 352520 Tc Ce 4.76517700 4.49898500
CeTeO3 350698 Ce Te 5.04027200 4.27780500
CeTeO3 351708 Te Ce 5.04027200 4.56739700
CeThO3 352678 Th Ce 5.02549400 4.54014300
CeThO3 355062 Ce Th 5.02549400 4.56608300
CeTiO3 350028 Ce Ti 4.81394100 3.93762700
CeTiO3 353972 Ti Ce 4.81394100 4.49948800
CeTlO3 350375 Ce Tl 4.96897100 4.27339800
CeTlO3 353589 Tl Ce 4.96897100 4.63271100
CeTmO3 350213 Ce Tm 4.98853700 4.23227900
CeTmO3 354903 Tm Ce 4.98853700 4.52874300
CeUO3 350681 U Ce 4.86163900 4.54671200
CeUO3 353444 Ce U 4.86163900 4.41266400
CeVO3 351749 V Ce 4.76068100 4.50172500
CeVO3 353919 Ce V 4.76068100 3.92393000
CeWO3 352572 Ce W 4.79010700 4.00780700
CeWO3 355215 W Ce 4.79010700 4.50792900
CeYO3 352448 Y Ce 5.02758400 4.53569600
CeYO3 353735 Ce Y 5.02758400 4.30032500
CeZnO3 352784 Ce Zn 4.78079000 3.89727800
CeZnO3 354973 Zn Ce 4.78079000 4.47773700
CeZrO3 352203 Zr Ce 4.89559600 4.51983500
CeZrO3 353273 Ce Zr 4.89559600 4.16147800
Co2O3 354095 Co Co 4.34065100 3.65074700
CoAgO3 350753 Ag Co 4.44447700 3.74485500
CoAgO3 353358 Co Ag 4.44447700 3.97279300
CoAsO3 352894 As Co 4.51883200 3.65922800
CoAsO3 352940 Co As 4.51883200 3.76876700
CoAuO3 350016 Co Au 4.44287800 3.99596700
CoAuO3 354051 Au Co 4.44287800 3.75633100
CoBiO3 351281 Bi Co 4.73433500 3.77109200
CoBiO3 353645 Co Bi 4.73433500 4.20149200
CoBO3 350161 B Co 4.28015000 3.61692600
CoBO3 350359 Co B 4.28015000 3.32371500
CoCuO3 352454 Co Cu 4.35355200 3.67138300
CoCuO3 353159 Cu Co 4.35355200 3.66485800
CoGeO3 353023 Ge Co 4.53705600 3.71320900
CoGeO3 353708 Co Ge 4.53705600 3.68927200
CoHgO3 353179 Hg Co 4.56842900 3.77984700
CoHgO3 353447 Co Hg 4.56842900 4.11009300
CoIrO3 353419 Ir Co 4.39485100 3.65807800
CoIrO3 353622 Co Ir 4.39485100 3.88049300
CoMoO3 353415 Mo Co 4.41961100 3.65824200
CoMoO3 354992 Co Mo 4.41961100 3.87868800
CoNiO3 350245 Co Ni 4.33872100 3.64392800
CoOsO3 352117 Co Os 4.39179100 3.90031800
CoOsO3 353038 Os Co 4.39179100 3.63428100
CoPbO3 350136 Pb Co 4.65804200 3.82451900
CoPbO3 354203 Co Pb 4.65804200 4.17399600
CoPdO3 350799 Co Pd 4.40437900 3.94459900
CoPdO3 352479 Pd Co 4.40437900 3.69531400
CoPtO3 352626 Pt Co 4.41112900 3.69350700
CoPtO3 355068 Co Pt 4.41112900 3.92498900
CoReO3 350834 Co Re 4.40452100 3.87456900
CoReO3 352088 Re Co 4.40452100 3.66345000
CoRhO3 350086 Co Rh 4.38830700 3.86319800
CoRhO3 352612 Rh Co 4.38830700 3.68170000
CoRuO3 351238 Ru Co 4.38481000 3.65973200
CoRuO3 354717 Co Ru 4.38481000 3.84705100
CoSbO3 351962 Sb Co 4.65665200 3.73350500
CoSbO3 354961 Co Sb 4.65665200 3.98567200
CoSiO3 352553 Si Co 4.49389300 3.66505300
CoSiO3 353782 Co Si 4.49389300 3.50963900
CoSnO3 350515 Sn Co 4.60704900 3.72780700
CoSnO3 352385 Co Sn 4.60704900 4.00124800
CoTcO3 353868 Co Tc 4.39489300 3.87219700
CoTcO3 354830 Tc Co 4.39489300 3.66667300
CoTeO3 350019 Co Te 4.71364800 4.10048500
CoTeO3 352269 Te Co 4.71364800 3.74604000
CoWO3 352237 W Co 4.42415900 3.64770800
CoWO3 354481 Co W 4.42415900 3.89629700
Cr2O3 353850 Cr Cr 4.37680000 3.74593600
CrAgO3 351755 Ag Cr 4.46179400 3.77870900
CrAgO3 353697 Cr Ag 4.46179400 3.98537400
CrAsO3 351079 Cr As 4.53558600 3.77403700
CrAsO3 354219 As Cr 4.53558600 3.79217000
CrAuO3 350464 Cr Au 4.46020600 4.03119700
CrAuO3 351608 Au Cr 4.46020600 3.81063800
CrBiO3 351476 Cr Bi 4.74960600 4.19721400
CrBiO3 354527 Bi Cr 4.74960600 3.88837900
CrBO3 354526 B Cr 4.29881300 3.69852000
CrBO3 355005 Cr B 4.29881300 3.33489600
CrCdO3 353357 Cr Cd 4.53463100 4.08822400
CrCdO3 355246 Cd Cr 4.53463100 3.79394700
CrCoO3 350448 Co Cr 4.35880100 3.73052300
CrCoO3 354005 Cr Co 4.35880100 3.58606400
CrCuO3 350045 Cr Cu 4.37159500 3.68396900
CrCuO3 354615 Cu Cr 4.37159500 3.70528100
CrFeO3 350199 Fe Cr 4.37159900 3.94221200
CrFeO3 352301 Cr Fe 4.37159900 3.74446300
CrGaO3 351524 Cr Ga 4.50395600 3.78782700
CrGaO3 352231 Ga Cr 4.50395600 3.76334400
CrGeO3 354504 Cr Ge 4.55367700 3.70716300
CrGeO3 354603 Ge Cr 4.55367700 3.78234900
CrHgO3 354568 Hg Cr 4.58482300 3.82982100
CrHgO3 354971 Cr Hg 4.58482300 4.12915200
CrInO3 351664 Cr In 4.60801100 4.16342500
CrInO3 352057 In Cr 4.60801100 3.82128500
CrIrO3 352284 Ir Cr 4.41255800 3.79023500
CrIrO3 353327 Cr Ir 4.41255800 3.89064500
CrMoO3 354049 Cr Mo 4.43712200 3.90156600
CrMoO3 354063 Mo Cr 4.43712200 3.79207400
CrNiO3 351440 Ni Cr 4.35688600 3.70813700
CrNiO3 353874 Cr Ni 4.35688600 3.67059000
CrOsO3 353777 Cr Os 4.40952300 3.86986500
CrOsO3 354759 Os Cr 4.40952300 3.80859300
CrPbO3 350467 Cr Pb 4.67381500 4.20627600
CrPbO3 353128 Pb Cr 4.67381500 3.88495000
CrPdO3 353551 Pd Cr 4.42201000 3.77210400
CrPdO3 353892 Cr Pd 4.42201000 3.92573900
CrPtO3 351478 Pt Cr 4.42870700 3.78059100
CrPtO3 352536 Cr Pt 4.42870700 3.93961500
CrReO3 350862 Cr Re 4.42215100 3.88148400
CrReO3 353319 Re Cr 4.42215100 3.80703800
CrRhO3 350481 Cr Rh 4.40606700 3.87925400
CrRhO3 352996 Rh Cr 4.40606700 3.75439700
CrRuO3 350543 Ru Cr 4.40259800 3.79002300
CrRuO3 351493 Cr Ru 4.40259800 3.85625200
CrSbO3 351674 Sb Cr 4.67243400 3.85642700
CrSbO3 351732 Cr Sb 4.67243400 3.98649200
CrSiO3 352473 Cr Si 4.51083300 3.53145800
CrSiO3 352523 Si Cr 4.51083300 3.75894700
CrSnO3 350373 Cr Sn 4.62317100 4.01026900
CrSnO3 353674 Sn Cr 4.62317100 3.84861200
CrTcO3 352442 Tc Cr 4.41260000 3.80404700
CrTcO3 353481 Cr Tc 4.41260000 3.86525300
CrTeO3 351105 Te Cr 4.72905300 3.87200000
CrTeO3 353613 Cr Te 4.72905300 4.07807200
CrWO3 350340 W Cr 4.44163400 3.79891700
CrWO3 351188 Cr W 4.44163400 3.90788700
Cs2O3 351053 Cs Cs 6.56556900 4.53784000
CsAcO3 353776 Ac Cs 5.93239000 4.61867100
CsAcO3 354653 Cs Ac 5.93239000 4.63433200
CsAgO3 352216 Cs Ag 5.73283400 4.21734400
CsAgO3 354070 Ag Cs 5.73283400 4.36197300
CsAlO3 352733 Al Cs 5.72825700 4.42595100
CsAlO3 352941 Cs Al 5.72825700 3.94754400
CsAsO3 351371 As Cs 5.77792000 4.43589300
CsAsO3 353651 Cs As 5.77792000 4.03580000
CsAuO3 350310 Au Cs 5.73187300 4.36720900
CsAuO3 352403 Cs Au 5.73187300 4.21134700
CsBaO3 352267 Cs Ba 6.16915600 4.70772700
CsBaO3 352592 Ba Cs 6.16915600 4.57066100
CsBeO3 353827 Be Cs 5.64042400 4.37569800
CsBeO3 353894 Cs Be 5.64042400 3.80019200
CsBiO3 351584 Bi Cs 5.91294100 4.53023900
CsBiO3 355189 Cs Bi 5.91294100 4.36494000
CsBO3 352311 Cs B 5.63604900 3.69717100
CsBO3 354714 B Cs 5.63604900 4.33630000
CsCaO3 351983 Cs Ca 5.98664600 4.53526000
CsCaO3 353503 Ca Cs 5.98664600 4.48307700
CsCdO3 350437 Cd Cs 5.77733100 4.43631700
CsCdO3 351249 Cs Cd 5.77733100 4.36022100
CsCeO3 351777 Cs Ce 5.90322900 4.71528500
CsCrO3 351327 Cs Cr 5.68187300 4.04749500
CsCuO3 353108 Cu Cs 5.67878700 4.32202900
CsCuO3 354027 Cs Cu 5.67878700 3.98343100
CsDyO3 352313 Cs Dy 5.87625900 4.52331800
CsErO3 353787 Cs Er 5.86732300 4.48251200
CsEuO3 353350 Eu Cs 6.03199300 4.46916500
CsEuO3 353400 Cs Eu 6.03199300 4.59270200
CsGaO3 350959 Cs Ga 5.75850000 4.06440700
CsGaO3 353579 Ga Cs 5.75850000 4.40501500
CsGdO3 351527 Cs Gd 5.89083400 4.56207100
CsGeO3 351121 Ge Cs 5.78909100 4.46438000
CsGeO3 352131 Cs Ge 5.78909100 4.00151100
CsHfO3 354779 Cs Hf 5.78518800 4.24157100
CsHgO3 353380 Cs Hg 5.80842900 4.35458200
CsHgO3 354777 Hg Cs 5.80842900 4.43690000
CsHoO3 350527 Cs Ho 5.87220000 4.49899200
CsInO3 351360 In Cs 5.82291400 4.46437800
CsInO3 351603 Cs In 5.82291400 4.33231500
CsIrO3 350872 Cs Ir 5.70318500 4.06037900
CsKO3 351065 K Cs 6.27137200 4.42466100
CsKO3 355007 Cs K 6.27137200 4.78201000
CsLaO3 350013 Cs La 5.93337000 4.63459900
CsLiO3 350821 Cs Li 5.77836700 4.01816000
CsLiO3 352570 Li Cs 5.77836700 4.35154600
CsLuO3 353346 Cs Lu 5.85656900 4.41272600
CsMgO3 352638 Cs Mg 5.79466600 4.14173600
CsMgO3 353472 Mg Cs 5.79466600 4.44105400
CsMnO3 354042 Cs Mn 5.68379200 4.50021400
CsMoO3 353694 Cs Mo 5.71793300 4.06255100
CsNaO3 353795 Na Cs 5.95016900 4.36486400
CsNaO3 354445 Cs Na 5.95016900 4.40643700
CsNbO3 354020 Cs Nb 5.74239300 4.13967300
CsNdO3 350859 Cs Nd 5.90146300 4.64704900
CsNiO3 353731 Cs Ni 5.67008600 4.48492200
CsNpO3 350686 Cs Np 5.75492300 4.39941000
CsOsO3 350911 Cs Os 5.70136900 4.02211300
CsPaO3 350682 Cs Pa 5.81187100 4.45926600
